date,page,title,tenure,location,salary,industry,education,prior_experience,signing_bonus,stock_or_bonus,total_comp,extra_col,tenure_clean,location_clean,salary_pre_clean,salary_clean,salary_currency,FX,salary_usd
2021,2,data analyst,5 months,"arlington, va","$110,000",public/federal subcontractor,bachelor's science quantitative finance,"2 years in finance, 3.5 years in automotive, both similar positions in scope.",na,na,,,0.4166666666666667,"virginia, us","$110,000",110000.0,USD,1.0,110000.0
2021,2,data scientist consultant,11 months,dc,$104000,government consulting,ms in applied math,zilch,10k,15k + 12k,"$131,000",,0.9166666666666666,"washington dc, us",$104000,104000.0,USD,1.0,104000.0
2021,2,senior data scientist,3 months,new england area,$160k/year,saas,"bs. mech engineering, ms. computer science","3 years as mech eng in medical devices, 2 years as ds at another company",$internship 3 internships as a mech eng in undergrad,$coop,relocation/signing bonus: n/a,,0.25,uk,$160k/year,160000.0,USD,1.0,160000.0
2021,2,data scientist ii,< 6 months,seattle,"$145,000",large corporation in tech,b.s.,4 years in data science at mid-size consultancy,"full relocation costs + $70,000 signing bonus","rsus vesting over 4 years ,","$250,000",,0.5,"seattle, us","$145,000",145000.0,USD,1.0,145000.0
2021,2,data scientist,2 months,"ohio, usa","$110,000",technology,ms comp. sci.,prior experience : 1 year ds,"relocation/signing bonus : <500 shares in non-ipo'd company,","stock and/or other bonuses: ~$2,500/annually, insurance premium covered","~$115,000",,0.16666666666666666,"ohio, us","$110,000",110000.0,USD,1.0,110000.0
2021,2,data scientist,2 yoe,lcol midwest town,$108k,telecom,"undergrad business, masters statistics","1 yoe data analyst/bi, 1 yoe ds",n/a,"rsu: 3k/yr, bonus: target 10%  based on company performance",,,2.0,"midwest, us",$108k,108000.0,USD,1.0,108000.0
2021,2,manager data science, 3yrs,"lcol area , also now full remote.",$165k,f500 utility company,"bs risk analysis, ms data science","prior exp: 12 years in data centric fields. previously for some large contracting companies, and for the government .",been a few years now - but i think it was 10k/5k .,"stock/bonus: ~$30k rsus, ~$30k bonus","~$230,000",,3.0,remote,$165k,165000.0,USD,1.0,165000.0
2021,2,data scientist,8 months,midwest,"$65,000",transportation planning,ba,"none, straight from bachelors to masters to employment",none,try telling the american taxpayer that their hard earned cash needs to go toward the bonuses of bureaucrats,"$65,000",,0.6666666666666666,"midwest, us","$65,000",65000.0,USD,1.0,65000.0
2021,2,senior data scientist,5 yoe,"bay area, ca",$160k,faang,bachelors,"ds related experience, 4 companies",n/a,rsu/bonus ~ 190k,,,5.0,"bay area, us",$160k,160000.0,USD,1.0,160000.0
2021,2,senior machine learning engineer,3mo,"sf, remote from canada","$175,000",tech startup,msc stats,"2 years mle, 1 year lead mle",stock and/or recurring bonuses: 10% bonus + $70k/$0 stock options per year,"total comp: ~$190,000-$260,000",,,0.25,"bay area, us","$175,000",175000.0,USD,1.0,175000.0
2021,2,principal data scientist,3.5 years,arkansas/remote,$190k,consulting/saas,phd,5 years working as both a consultant and a senior manager of consumer research in a fortune 50.,stock: private equity currently worth about $30k/yr,bonus: ~$20k/yr,$240k,,3.5,"kansas, us",$190k,190000.0,USD,1.0,190000.0
2021,2,data scientist,~6 months,"hcol, us",125k base,healthcare,bachelors,2 years as analyst,"stock and/or recurring bonuses: ~10% bonus, 170k rsus",total comp: $180k,,,0.5,us,125k ,125000.0,USD,1.0,125000.0
2021,2,senior applied scientist,5 years,sf bay area,$185k,major public tech company,bs/ms/phd in chemical engineering,"none, still at first job after phd",bonus/stock: $35k target bonus; ~$160k in rsu per year,total comp: ~$380k,,,5.0,"bay area, us",$185k,185000.0,USD,1.0,185000.0
2021,2,senior data scientist,0.5 years,"manhattan. wfh guaranteed, office optional forever at my company.","$130k base, 5%-20% bonus based on performance and company performance",crypto,"bs mathematics, bsm finance","2 years professional at my old company . prior to professional career: summer ds bootcamp, software engineering bootcamp, ds internship.",none,"stock: at first valuation of company, $94k",~$250k,,0.5,"new york, us",$130k ,130000.0,USD,1.0,130000.0
2021,2,data science manager,6 years starting as ds,"midwest, fully remote","~130,000",market research,"ba econ, ms analytics",2 years as data analyst,"bonuses: ~30,000","total comp: ~160,000",,,6.0,"midwest, us","~130,000",130000.0,USD,1.0,130000.0
2021,2,data scientist product analytics,2.5 years,chicago,$120k,tech,"ba in communication, almost done with an ms data science","10+ years in marketing, 3 years in marketing analytics",$15k,$22k rsus,$142k,,2.5,"chicago, us",$120k,120000.0,USD,1.0,120000.0
2021,2,senior data scientist,4 years,minneapolis,185k,tech,masters,,$coop na,relocation/signing bonus: 40k,,,4.0,"minneapolis, us",185k,185000.0,USD,1.0,185000.0
2021,2,director analytic strategy,<6 months,lcol city in southeast us,180k base,"f500, non tech",bs in economics,"9 years various ds/analytic roles, 5 years previous management exp",15k sign on,15% sti & 8% equity target,220k,,0.5,us,180k ,180000.0,USD,1.0,180000.0
2021,2,director of data science,4 years,east coast city not nyc,"$220,000",energy,masters econ,4 years at other companies prior to current role,na,10k per year roughly,"$230,000",,4.0,"east coast, us","$220,000",220000.0,USD,1.0,220000.0
2021,2,senior data scientist,6 months,"nyc, but working remotely",$125k,media analytics,msc data science,3 years data scientist,n/a,$20k bonus,~$145k,,0.5,"new york, us",$125k,125000.0,USD,1.0,125000.0
2021,2,data scientist,"2 years at this company, 9 years industry experience",sf bay area,"$178,000",company  analytics software,"ma, international relations","7 years of ds roles, 2 years in another industry","$20,000",,"$204,700/yr, total netted during 2 year tenure: $1,159,400",,2.0,"bay area, us","$178,000",178000.0,USD,1.0,178000.0
2021,2,data analyst,3.5 years,"richmond, va","$66,800",large bank,bba in computer information systems and i will complete an ms in data analytics engineering in fall of 2023,joined the company straight after undergrad,none,100% match on 401k investments up to 6% of salary,~70k,,3.5,"virginia, us","$66,800",66800.0,USD,1.0,66800.0
2021,2,senior data analyst,3 yrs,hybrid in office and remote. 3 days in office 2 at home.,"$97,000",wind turbine manufacturer,bs aerospace engineering ms technology management. self taught in all ds things,reliability engineer 5 yrs,relocation: $5-7 k i think,bonus: 10% of annual salary based on company performance,"$106,000",edit: iowa. usa,3.0,remote,"$97,000",97000.0,USD,1.0,97000.0
2020,2,data scientist,3yrs,houston,"$140,000",oil and gas,masters in applied statistics,2yrs of actuarial experience,"$15,000 signing bonus",15-30% bonus,"$140,000",,3.0,us,"$140,000",140000.0,USD,1.0,140000.0
2020,2,senior business analyst,2 months,pacific nw,"$120,000",faang,bs in completely unrelated field,4 yrs in previous sba role - 3 yrs in financial analyst role,"$45,000 yr 1 / $38,000 yr 2","$125,000 rsu","year 1 total comp = $168,000",,0.16666666666666666,"pacific nw, us","$120,000",120000.0,USD,1.0,120000.0
2020,2,senior data scientist lead,7 years,large midwestern city,"$135,000",large corporation in biotech/agrotech,phd,joined current employer directly out of grad school,full relocation costs + $5500,,"~$180,000 with full bonus and lti",,7.0,"los angeles, us","$135,000",135000.0,USD,1.0,135000.0
2020,2,data scientist,2 years,us mid-sized midwest city,74000,digital advertising,ms,5 years quality assurance/software engineering,$internship none,$coop none,relocation/signing bonus: 0,stock and/or recurring bonuses: 2000 if we meet utilization targets,2.0,"midwest, us",74000,74000.0,USD,1.0,74000.0
2020,2,senior software engineer,<6 mo,hcol major tech hub,240k,fintech,b.s. stats tier 2 school,"1 year in finance industry, 1.5 years in small tech, both as ds. 1 year co-oping at hedge funds while in school.",60k,60k,360k,,0.5,major tech hub,240k,240000.0,USD,1.0,240000.0
2020,2,data scientist,6 months,"arlington, va","$93,000",government contract,ba in mathematics,data analyst for 1.5 years,,5%,"$97,650 + ~$10,000 for education assistance = ~$107,650",,0.5,"virginia, us","$93,000",93000.0,USD,1.0,93000.0
2020,2,data scientist,< 1 year,bay area,140k,faang/tech unicorn,master's financial eng,2 internships in quant asset management/hedge fund,n/a,60k/yr options on publicly traded stock,200k,,1.0,"bay area, us",140k,140000.0,USD,1.0,140000.0
2020,2,data scientist,1 year,d.c.,"$85,000",defense,masters of science in data science,"3 years as research assistant , 1/2 year analyst intern",n/a,"$2,000","$87,000",,1.0,"washington dc, us","$85,000",85000.0,USD,1.0,85000.0
2020,2,informatics manager,1 year.,nyc/remote,160k,healthcare,phd,"2 years as a data scientist, 2 years in health it",$internship,$coop,relocation/signing bonus: na,stock and/or recurring bonuses: na,1.0,"new york, us",160k,160000.0,USD,1.0,160000.0
2020,2,analytics manager,1.5 years in this role,chicago,$107k,travel technology,"ba in communication, halfway through an msds","3 years in a prior analytics role, 12 years before that in traditional marketing roles",$15k,"12% bonus eligible annually, and merit based stock awards that start vesting after a year",$107-121k,,1.5,"chicago, us",$107k,107000.0,USD,1.0,107000.0
2020,2,data science consultant,2 years,"london, uk","base  £65,000",large tech company,phd,3 years as data science consultant for another similar firm,£5000 signing bonus in stock,,"~£90,000 w/ bonus, stock & benefits",,2.0,"london, uk","  £65,000",65000.0,GBP,0.8326305514885309,78065.835902606
2020,2,data scientist,a little over 2 years,austria,~40k€,education: bsc in comp. sci.,prior experience: 6 month internship in ds,,,,,,,us,~40k€,40000.0,EUR,0.9760858955588092,40980.0
2020,2,data scientist,6 months,west coast,"375,000",faang,masters,e-commerce,,0,"375,000",,0.5,"west coast, us","375,000",375000.0,USD,1.0,375000.0
2020,2,machine learning manager,starting in jan 2021,gta canada,$120k,fast food lul,msc in statistics,,,25% salary bonus. additional stock compensation after first year,$150k,,,canada,$120k,120000.0,USD,1.0,120000.0
2020,2,data scientist,1 year,the netherlands,~€40.0000,finance,technical msc,about 1.5 years of mostly internships and programming side-jobs.,-,"8% of total salary ""holiday pay"" in may + 13th month in december + €2k set bonus. total just over €9000. also significant contribution to pension plan/401k, which is mandatory here.","~€49.000, which is about $60.000 .",,1.0,netherlands,~€40.0000,,EUR,0.9760858955588092,
2020,2,data scientist,1.5 years,dallas,91k,finance,b.s. economics  2019. minor in physics,internships and research assistant,10k,n/a,91k,,1.5,"dallas, us",91k,91000.0,USD,1.0,91000.0
2020,2,machine learning engineer,1yr,"copenhagen, denmark","480,000dkk",media intelligence,"msc software development, beng mechanical engineering",18 months of internships,signing bonus: n/a,stock: n/a,78k usd,,1.0,"copenhagen, denmark","480,000dkk",480000.0,DKK,7.266861883845778,66053.27136697606
2020,2,senior data scientist,"full-time 1.5 years, half year part-time before that",boston,"$98,000",major financial services company,ms in statistical practice,pre-ds career teaching,nope,20% bonus eligible,"~ $115k annual, good benefits",,,"boston, us","$98,000",98000.0,USD,1.0,98000.0
2020,2,lead data scientist,5+ years,nyc,"$185,000",media,ms stats,a few years as an analyst,none,20%,"$220,000",,5.0,"new york, us","$185,000",185000.0,USD,1.0,185000.0
2020,2,senior data scientist,3.5 years,india,16lpa,consulting mbb,bachelors in engineering,-,0,2-3 lpa,18-19 lpa,"also, can anyone from india please help me understand if this is a good salary? as i do not have many friends in this domain",3.5,india,16L,1600000.0,INR,79.93948267447536,20015.14078487875
2020,2,quantitative researcher,1 month,hcol west coast city,"$90,000",small startup fintech,"ms math, bs physics","1 year graduate student researcher, 3 years undergraduate student researcher",none,stock options. unknown valuation,"$90,000",,0.08333333333333333,"west coast, us","$90,000",90000.0,USD,1.0,90000.0
2020,2,machine learning data scientist,1 year,san francisco,"$140,000",large delivery/logistics app,2-year data science masters . economics ba.,"2 years investment research analyst, 1yr analyst at small startup",n/a,"stock: $100,000 rsus on signing, $50,000 performance bonus. fully vested after 4 years",$140000 + however you value rsus,,1.0,"bay area, us","$140,000",140000.0,USD,1.0,140000.0
2020,2,senior data scientist,3 months into the new role,czech republic,$46k,healthcare,"bsc data science, msc quantitative finance",3 years in finance and 4 years in aeronautical industry,stock and/or recurring bonuses: 10% bonus eligible annually,total comp: $46-50k annually,,,0.25,czech republic,$46k,46000.0,USD,1.0,46000.0
2020,2,data scientist,6 months,midwest,125k,high frequency trading,bs pure math + engineering. pure math was a waste but made me look smart,a few data science internships + deep learning research,15k,70k because we’re doing really well during covid,210k,,0.5,"midwest, us",125k,125000.0,USD,1.0,125000.0
2020,2,senior data scientist,2.5 years,"san francisco bay area, california","$160,000",startup / internet,phd in theoretical physics,1 year postdoc in academia,"$15,000",some options / no bonuses,"$160,000",,2.5,"bay area, us","$160,000",160000.0,USD,1.0,160000.0
2020,2,data scientist,pre-start,remote,"$125,000",very early-stage startup,phd,1 year in an adjacent field.,none,equity percentage of the company,"$125,000",,,remote,"$125,000",125000.0,USD,1.0,125000.0
2020,2,senior data analyst,3 years,seattle metro area,$130k,cloud saas,bs economics,"3 years of analytics experience, 3 years of customer success/sales",none,15% annual bonus. ~$30k annually in rsus.,~$175-180k,,3.0,"seattle, us",$130k,130000.0,USD,1.0,130000.0
2020,2,senior data scientist,2.5 years,chicago,"96,000","large, non-tech & non-finance company","ms computer science, bs computer science","internship in software engineering, various positions at my university, relevant class projects that i could talk about in interviews",none,none,"96,000",,2.5,"chicago, us","96,000",96000.0,USD,1.0,96000.0
2020,2,data scientist,3 years,southeast us,"$108,500",fintech,masters in analytics,"neuro research, salesforce db admin",0,"$3,000","$111,500","mainly in technical program manager roles running etl teams or making tableau dashboards. company has very little data science leadership, looking for an exit.",3.0,us,"$108,500",108500.0,USD,1.0,108500.0
2020,2,data scientist,9 months,seattle,125k,startup,ba in hard science,3 years as a ds prior to this role,n/a,6k-10k/year,131k-135k,,0.75,"seattle, us",125k,125000.0,USD,1.0,125000.0
2020,2,senior data scientist,1 year,nyc,"$123,500",bulge bracket banks,master's in statistics and applied math,previously worked in the advertising industry for 2 years,0,"$8,000","$131,500",,1.0,"new york, us","$123,500",123500.0,USD,1.0,123500.0
2020,2,data scientist,3.5 years,baltimore area,"$87,000",higher education,masters,1 year as data analyst at a marketing firm,,"~$8,000","~95,000",,3.5,"baltimore, us","$87,000",87000.0,USD,1.0,87000.0
2020,2,analytics project manager,1 year,dallas,70k,electronic components distribution,bachelors in industrial engineering,supply chain internships and industrial engineering internships while in college.,,,,,1.0,"dallas, us",70k,70000.0,USD,1.0,70000.0
2020,2,lead analyst analytics,1 yr,west coast,"$119,000","education: mba, ms analytics","prior experience: 3 yrs post-mba as a sr analyst, 7 yrs pre-mba non-tech engineering roles",relocation/signing bonus: $10k/$26k,stock and/or recurring bonuses: ~$21k/yr,total comp: ~140k,,,1.0,"west coast, us","$119,000",119000.0,USD,1.0,119000.0
2020,2,decision scientist,1 years,between the coasts,"105,000",saas,phd,~5 years in academia post-phd,n/a,n/a,"105,000",,1.0,between the coasts,"105,000",105000.0,USD,1.0,105000.0
2020,2,data science manager,10+ years,east coast,170k,consulting,"masters to get the job, currently working on a ph.d.","research full time for 1 year, part time/ volunteer while working for another 8, started doing professional consulting gig after.","$internship i did a research fellowship prior to moving to industry, but no internship",$coop nope,"relocation/signing bonus: $60,000","stock and/or recurring bonuses: dependent on company performance - recently was 30%, previously as high as 60%",10.0,"east coast, us",170k,170000.0,USD,1.0,170000.0
2020,2,nlp engineer,<6mo,dmv,110k,health,ba in statistics,research + an internship during undergrad. i am basically still a recent grad.,na,nope lol,110k,,0.5,"washington dc, us",110k,110000.0,USD,1.0,110000.0
2020,2,data scientist,1 year,hcol east coast,120k,e-commerce,phd engineering,post doc only,n/a,"15k bonus. at a pre-ipo startup, equity is valued around $30k/yr.","$135k, don't count equity as it's paper money",,1.0,"east coast, us",120k,120000.0,USD,1.0,120000.0
2020,2,business analyst power bi developer,7 years,houston,"$90,000",financial consulting,high school,aml compliance analyst,no,no,"$90,000",,7.0,us,"$90,000",90000.0,USD,1.0,90000.0
2020,2,senior healthcare analyst,tenure : just started,lcl northeast,"110,000",company/industry : healthcare segment of f100,education : mph and ms,prior exp:,4.2 years hospital analytics .,2.5 years hospital research,"signon: 3,000",bonus : variable 10%,,"northeast, us","110,000",110000.0,USD,1.0,110000.0
2020,2,data scientist developer,1y,austria,37k,forecasting for external clients,msc data science with some msc ai courses sprinkled in. ba.,,none,none,37k,,1.0,us,37k,37000.0,USD,1.0,37000.0
2020,2,senior data scientist,5,east coast,$140k,tech,masters,4 years,,$20k,$160k,,5.0,"east coast, us",$140k,140000.0,USD,1.0,140000.0
2020,2,quant trader,< 1 year,chicago,135k,financial services,"undergrad and masters in engineering, ms financial eng",,stock and/or recurring bonuses: 50k,total comp: 185k,,,1.0,"chicago, us",135k,135000.0,USD,1.0,135000.0
2020,2,senior credit analyst,starting next month,connecticut,"$110,000",large cable/communications company,bs in business administration,"5 years experience as a project manager, worked on a lot of automation/data related software products. data analyst for 2 years after that.",none,10% bonus,"$121,000",,,connecticut,"$110,000",110000.0,USD,1.0,110000.0
2020,2,data scientist analytics,1.5 years,bay area,160k,faang,"bs mechanical eng, mba",data analyst at non-faang large tech company,n/a,50k/yr,210k,,1.5,"bay area, us",160k,160000.0,USD,1.0,160000.0
2020,2,senior data analyst,"8 months, 3.5 years with the company",houston,60k,fintech,"self taught, no college degree",i  worked previously in banking for 6 years and then became a reporting analyst at my current company,n/a,10% if the company does well,66k,"duties include: etl, using sql to query large datasets, dashboard creation in tableau and power bi, using python for exploratory data analysis, report automation, and presenting said dashboards to executives. i totally feel like i’m underpaid, but i’ve only been in this role 8 months and i have no college degree, so i’m afraid to jump ship.",0.6666666666666666,us,60k,60000.0,USD,1.0,60000.0
2020,2,data analyst,~1 month,sf,"$115,000",faang,bs in finance/ minor in it,it audit at accounting firm,,"stock: $100,000/ 4 years - 10% bonus","~$150,000",,0.08333333333333333,"bay area, us","$115,000",115000.0,USD,1.0,115000.0
2019,2,data analyst,7 months,minneapolis,$65k,retail,bs in math and data science,,$5k,$1.5k,$71.5k,,0.5833333333333334,"minneapolis, us",$65k,65000.0,USD,1.0,65000.0
2019,2,business intelligence engineer iii,3.5 years,seattle,"$110,000",amazon,"bachelors in psychology, masters in i/o psychology",4 years as a consultant with deloitte,"stock and/or recurring bonuses: $75,000","total comp: $185,000",,,3.5,"seattle, us","$110,000",110000.0,USD,1.0,110000.0
2019,2,data scientist,8 months,san francisco,135k,tech company,"bs in operation research, ms in data science",1.25 year at large tech company as ds,15k,65k/year,195k,,0.6666666666666666,"bay area, us",135k,135000.0,USD,1.0,135000.0
2019,2,machine learning engineer,< 1 year,d.c.,"$170,000",defense,ms cs,"data analyst: 1 year, data scientist: 1 year",~5-10k,~10%,~185-205k,,1.0,"washington dc, us","$170,000",170000.0,USD,1.0,170000.0
2019,2,data scientist,1.5 years,los angeles,"$95,500",legal,"bs economics, finishing up masters in statistics.",,none,annual bonus largely dependent on performance and state of the firm. between 5-10k,"$100,000-$105,000",,1.5,"los angeles, us","$95,500",95500.0,USD,1.0,95500.0
2019,2,data scientist,2 years,south florida,100k,financial technology,3x b.s.,2-3 years finance/it,n/a,5-10%,110k,,2.0,"florida, us",100k,100000.0,USD,1.0,100000.0
2019,2,data scientist,< 1 year,greater philadelphia area,$110k,fintech startup,phd,ds bootcamp,$internship,$coop,relocation/signing bonus: none,stock and/or recurring bonuses: didn't get around to it.,1.0,"philadelphia, us",$110k,110000.0,USD,1.0,110000.0
2019,2,data scientist,<1 year,greater philadelphia,110k,cpg,phd,none,"equity with current value ~$50k, 4yr vest",10% cash bonus,"~$120k, not counting equity",,1.0,"philadelphia, us",110k,110000.0,USD,1.0,110000.0
2019,2,analytics manager,8 month as manager; 2 prior as analyst,midwest,"$101,000 usd",health insurance,"ba mathematics, ms data science",9 years as data analyst in health care,n/a; i do get a small remote stipend,n/a,"$103,000 usd",,0.6666666666666666,"midwest, us","$101,000 usd",101000.0,USD,1.0,101000.0
2019,2,senior data analyst,2 years,india,12 lakh annully/ 16.9k usd,marketing,bachleors,11 years in data analysis,none,1lakh/1.1k usd,14 lakh/ 19.7k usd,,2.0,india,12 L annully/ 16.9k usd,1200000.0,INR,79.93948267447536,15011.355588659064
2019,2,senior data scientist,3.5 years,san francisco,$175k,tech,phd/ms/bs in engineering,still at first job,-,"~30k annual bonus target, ~$70k per year in rsu at current stock price",$275k,,3.5,"bay area, us",$175k,175000.0,USD,1.0,175000.0
2019,2,analytics manager,3 months,midwest,$103k,retail,masters in business analytics ; ba in accounting,multiple data analyst roles for the last five years,none,"8% annual bonus, divided up by overall company performance and individual performance, though i won't get one for this year since i started so late.",$110k,,0.25,"midwest, us",$103k,103000.0,USD,1.0,103000.0
2019,2,it engineer applications etl development but i technically sound 50% of my time doing dba work as well, 2.5 years,"work remotely, but live in denver","76,700",large healthcare not-for-profit,bs in physics,8 years total in various data-related positions,no,"stock/recurring bonus: pension plan, potential 5% bonus based on group goals","total compensation: ~85,000-90,000",,2.5,"denver, us","76,700",76700.0,USD,1.0,76700.0
2019,2,data scientist,starting early 2020,d.c. area,"$105,000",financial,"ms in analytics, bs in math",,1k/15k,"total comp: ~$120,000",,,,"washington dc, us","$105,000",105000.0,USD,1.0,105000.0
2019,2,data scientist,4 months,"austin, tx","$116,500",fintech,mse,,none,7.5% annual bonus,4 weeks pto,work from home as needed,0.3333333333333333,"texas, us","$116,500",116500.0,USD,1.0,116500.0
2019,2,senior data scientist,"4 years in industry, 7 in academia with ml / large data volume / optimization exerience",sf bay,$475k base,tech (already easy enough to identify me and anyone that knows typical pay structures in the bay can guess the company,phd in stem,relocation/signing bonus: relocation costs covered. no signing,stock and/or recurring bonuses: 5% of base in options,,,,4.0,"bay area, us",$475k ,475000.0,USD,1.0,475000.0
2019,2,senior data scientist,1.5 years,remote: i live in the midwest and the salary is adjusted for location,"$127,000",tech,m.a. economics,4 years,"$22,000",other benefits: worth mentioning that good health insurance is paid for 100%,"stock and/or recurring bonuses: i wanna say $24,000 rsus and $19,000 cash","total comp: $170,000",1.5,"midwest, us","$127,000",127000.0,USD,1.0,127000.0
2019,2,data analyst,0.5 years,philippines,usd 15000 per year,portofolio analytics and indices,bs applied mathematics,internship at a local bank,none,none,usd 15000 per year,,0.5,philippines,usd 15000 per year,15000.0,USD,1.0,15000.0
2019,2,senior data scientist,1 month,remote,"$165,000",ad tech,"phd, cs",5 years,n/a,quarterly bonuses,">$165,000",,0.08333333333333333,remote,"$165,000",165000.0,USD,1.0,165000.0
2019,2,data scientist,2 years,netherlands,"59,000 eur",travel,mechanical engineering,4 years,n/a,n/a,,,2.0,netherlands,"59,000 eur",59000.0,EUR,0.9760858955588092,60445.5
2019,2,algorithm developer mostly do modeling work for cyberphysical systems,3years,austin tx,$160000,oil/gas,"ms compe, bs cs",dod work.,,"$33k bonus, $100k new rsus/year",$300k,,3.0,"texas, us",$160000,160000.0,USD,1.0,160000.0
2019,2,biostatistician data scientist,6 months,miami/ft. lauderdale,52.5k,clinical research organization,b.s. statistics,7 years contracting data management services,none,comp: health insurance / 401k,stock and/or recurring bonuses: bi-annual performance-based 5% raise,,0.5,"miami, us",52.5k,52500.0,USD,1.0,52500.0
2019,2,data scientist,2yrs,houston,"$136,000",oil and gas,masters in applied statistics,2yrs of actuarial experience,"$15,000 signing bonus",15-30% bonus,"$163,000",,2.0,us,"$136,000",136000.0,USD,1.0,136000.0
2019,2,data scientist,1 year,midwest,"83,000",fortune 100,ms statistics,none,"5,000","5,000-12,000","93,000-100,000",,1.0,"midwest, us","83,000",83000.0,USD,1.0,83000.0
2019,2,data scientist,1.5 years,bay area,$155k,fb,phd in engineering,1 year non-tech company @ ~$110k comp,no internship or coop,relocation/signing bonus: $16k/$10k,stock and/or recurring bonuses: $50k stock and $15k bonus,total comp: $220k,1.5,"bay area, us",$155k,155000.0,USD,1.0,155000.0
2019,2,data scientist,2.5 yrs,"irving, tx",130k,entertainment,"msc psychology, msc data science",15 yrs,"none, local",20k,150k,,2.5,"texas, us",130k,130000.0,USD,1.0,130000.0
2019,2,data scientist,< 1 yr,nyc,165k,"healthtech, reinforcement learning",bachelor's,2 yoe in rl,"none, same city","performance based bonus, probably won't hit",165k,,1.0,"new york, us",165k,165000.0,USD,1.0,165000.0
2019,2,senior data scientist,been here 1 month,la,160k,tech,bs engineering/ ms in ds,,n/a was locall,7k stock option,,,,"los angeles, us",160k,160000.0,USD,1.0,160000.0
2019,2,data scientist,"3 months in current role, 2 years as data analyst",st. louis,"~$95,000",healthcare,masters,nothing relevant,n/a,zilch,"~$95,000",,0.25,"st louis, us","~$95,000",95000.0,USD,1.0,95000.0
2019,2,data scientist,starting spring 2020,seattle,"118,000",big tech company,"bs in cs, data science. completing ms in cs",3 data science internships,30k,"130k / 4 years, 0-20% salary bonus per year",~ 165k,,,"seattle, us","118,000",118000.0,USD,1.0,118000.0
2019,2,senior business intelligence analyst,4 months,riverside county,"$88,000",beverage/cpg,"bs pure mathematics, ms applied mathematics",,none,some stock program i haven't looked into. 10% annual bonus.,"~$100,000",,0.3333333333333333,riverside county,"$88,000",88000.0,USD,1.0,88000.0
2019,2,senior data scientist,2.5,denver metro,"$151,000",internet/web tech,ms,"1 year, also in web tech","$5,000","$100,000","~$250,000",,2.5,"denver, us","$151,000",151000.0,USD,1.0,151000.0
2019,2,data scientist,1.5 years,san francisco,187k,fb,phd,3 years in bay area tech companies,50k signing,"90k rsu, 30k bonus",305k,,1.5,"bay area, us",187k,187000.0,USD,1.0,187000.0
2019,2,director of data science,"6 months at current company, 6.5 years post phd experience","houston, tx",200k,"small company, very niche segment in the entertainment space",phd in engineering,"cpg, distribution, software.","none, was local","30% recurring bonus, given small share of company which only has any value if we sell the company.",260k,,0.5,"texas, us",200k,200000.0,USD,1.0,200000.0
2019,2,data scientist, 1.5 yrs,chicago,$110k,tech startup,phd,2 yrs data scientist at a fortune 11,no,a few %,$110-115k,,1.5,"chicago, us",$110k,110000.0,USD,1.0,110000.0
2019,2,junior data scientist,1.25 years,central europe,$800-900/mo,big 4,"bs in finance, finishing msc in financial engineering",1 year as an a actuary,stock and/or recurring bonuses: np.nan,total comp: $800-900/mo,,,1.25,central europe,$800-900/mo,10200.0,USD,1.0,10200.0
2019,2,director,** 5 years,** san francisco,** 185k,** financial services,** masters,**,** do not remember,** rsus $100k per year / year-end bonus $70k per year,** 355k,,5.0,"bay area, us",** 185k,185000.0,USD,1.0,185000.0
2019,3,data analyst ii,3 years,dallas,"$85,000",pharmaceutical distribution,something worse than a liberal arts degree,2 small startups,n/a,up to 8% bonus per year,"~$92,000","mostly work with programmers to acquire data from clients. not hard work, but get to do a lot of programming in sql and create my own python applications whenever i want. my boss loves when i make our lives easier.",3.0,"dallas, us","$85,000",85000.0,USD,1.0,85000.0
2019,3,data scientist,just started,nyc,175k,generic tech startup,ms,6 years of ds and analytics stuff,lol nope,"5% cash bonus, stock options with e = 0",183k,,,"new york, us",175k,175000.0,USD,1.0,175000.0
2019,3,director data science,~5 years,nyc,$230k,tech,phd,ad tech,stock and/or recurring bonuses: 45k rsu / 50k bonus,total comp: 325k,,,5.0,"new york, us",$230k,230000.0,USD,1.0,230000.0
2019,3,data analyst,13 months,sacramento,"~$54,000",academia,b.s.,4 years doin' other stuff,n/a,n/a,"~$54,000",,1.0833333333333333,"california, us","~$54,000",54000.0,USD,1.0,54000.0
2019,3,data analytics manager,"4mo as manager, 11mo as data analyst",sf bay area,"$105,000","energy startup, ~80 employees.","ba from canadian university, 6 month ds bootcamp.",two years in qa technician role at a faang,n/a,"stock, up to 10% performance bonus.",$105-135k,,0.3333333333333333,"bay area, us","$105,000",105000.0,USD,1.0,105000.0
2019,3,data scientist people analytics human capital,4 months,greater nyc,"$145,000",fortune 50 - global tech company/ hr analytics,,b.sc. sociology '13,m.a. cognitive science '15,m.sc. learning analytics '16,ph.d. cognitive science  '2020,prior experience:,0.3333333333333333,"new york, us","$145,000",145000.0,USD,1.0,145000.0
2019,3,senior data scientist,6 years,large midwestern city,"$121,000",large corporation in biotech/agrotech,phd,joined current employer directly out of grad school,full relocation costs + $5500,15% annual bonus,"~$139,000 with full bonus",,6.0,"los angeles, us","$121,000",121000.0,USD,1.0,121000.0
2019,3,business data analyst,1.5 years,virginia,"$51,000",dsd logistics,ma,data manager for university professor,no clue,ditto,"$51,000",,1.5,"virginia, us","$51,000",51000.0,USD,1.0,51000.0
